trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
35188	7529	0	4	4	3	1	1	1.0	2	2013	7	4	4	13.0	32	1	1	1	610	0.157222222	0.0461111109999999	0.093333333	0.0	0.015555556	0.0	0	0.0313888889999999	1.5	0.1	0.0	0.0353982
35191	7529	2	0	3	2	1	3	0.0	2	2013	7	4	4	7.25	14	1	0	1	3428	0.923611111	0.291111111	0.1397222219999999	0.0	0.308333333	0.083333333	1	0.187222222	0.0	0.65	0.0	0.1557859999999999
35201	7531	0	3	3	1	6	1	1.0	2	2013	7	4	4	16.5	49	1	1	0	8608	2.155	0.640555556	0.140833333	0.066666667	0.566666667	0.133333333	1	0.423888889	3.2	1.48	0.0	0.408257
35231	7537	1	1	3	4	6	1	0.0	2	2013	7	5	5	23.0	19	0	0	0	4105	1.045277778	0.419722222	0.11	0.1	0.077222222	0.160555556	1	0.221111111	1.5	0.68	0.0	0.2097989999999999
35262	7542	1	2	3	1	1	1	1.0	2	2013	7	5	5	12.75	45	0	1	1	3501	0.874166667	0.285833333	0.243611111	0.1	0.0	0.0	0	0.173333333	1.5	0.57	0.0	0.2179489999999999
35300	7552	1	6	1	3	2	1	1.0	2	2013	7	5	5	16.25	33	1	1	1	738	0.206388889	0.066944444	0.1191666669999999	0.0	0.0308333329999999	0.0	0	0.1005555559999999	1.5	0.17	0.0	0.171271
35306	7554	0	1	3	1	6	1	1.0	2	2013	7	5	5	19.5	33	1	0	0	10482	2.463055556	0.960833333	0.321944444	0.283333333	0.0	0.0	0	0.737777778	2.8	1.85	0.0	0.61634
35314	7555	3	0	3	3	6	3	0.0	2	2013	7	5	5	14.0	12	0	0	0	3401	0.843611111	0.295277778	0.053333333	0.183333333	0.0	0.0	0	0.2844444439999999	0.75	0.65	10.5	0.614258
35325	7557	0	3	4	3	1	5	0.0	2	2013	7	6	6	18.25	69	1	1	2	3585	0.939444444	0.36	0.213611111	0.0	0.356666667	0.0	0	0.244166667	0.0	0.74	0.0	0.3003409999999999
35368	7569	0	3	4	3	1	1	1.0	2	2013	7	7	7	16.83333333	34	1	1	1	2671	0.6769444440000001	0.196111111	0.090555556	0.0	0.154722222	0.0	0	0.1166666669999999	1.5	0.41	0.0	0.097619
35374	7569	1	3	4	3	1	1	1.0	2	2013	7	7	7	23.5	38	0	1	1	2137	0.605555556	0.181111111	0.110277778	0.0	0.0855555559999999	0.0	0	0.114722222	1.5	0.4	0.0	0.0581114
35377	7571	0	0	1	3	6	1	1.0	2	2013	7	7	7	11.5	24	1	0	0	1404	0.3775	0.134722222	0.155833333	0.0	0.094166667	0.0	0	0.093611111	1.5	0.25	0.0	0.1246289999999999
35386	7572	1	1	3	3	6	3	0.0	2	2013	7	7	7	10.75	15	1	0	0	1084	0.261666667	0.08	0.145833333	0.0	0.05	0.0	0	0.055833333	0.0	0.16	0.0	0.328358
35441	7584	0	0	4	3	1	1	1.0	2	2013	7	8	1	18.0	38	0	1	2	3867	1.064444444	0.29	0.218055556	0.0	0.215555556	0.0	0	0.245277778	1.5	0.69	0.0	0.412231
35472	7590	1	4	1	5	6	1	1.0	2	2013	7	8	1	15.5	38	0	0	0	421	0.123611111	0.053055556	0.090277778	0.0	0.016111111	0.0	0	0.0352777779999999	1.5	0.09	0.0	0.133858
35501	7595	0	1	1	5	6	1	1.0	2	2013	7	8	1	14.0	33	0	0	0	1073	0.253333333	0.086388889	0.126388889	0.0	0.033333333	0.0	0	0.0866666669999999	1.5	0.2	0.0	0.182692
35506	7595	1	1	1	5	6	1	1.0	2	2013	7	8	1	14.0	29	1	0	0	1073	0.253333333	0.086388889	0.126388889	0.0	0.033333333	0.0	0	0.0866666669999999	1.5	0.2	0.0	0.182692
35567	7609	0	7	3	3	1	5	0.0	2	2013	7	9	2	15.5	67	1	1	2	1887	0.3988888889999999	0.146388889	0.0872222219999999	0.0	0.145833333	0.0	0	0.169166667	0.0	0.4	0.0	0.175698
35621	7619	4	1	1	3	1	1	1.0	2	2013	7	9	2	8.916666667000001	40	1	0	1	857	0.19	0.046666667	0.074444444	0.0	0.068888889	0.0	0	0.0511111109999999	1.5	0.14	0.0	0.173913
35628	7621	0	1	3	1	6	1	1.0	2	2013	7	9	2	17.25	32	1	1	0	14851	3.62	1.068888889	0.203888889	0.416666667	0.108611111	0.283333333	2	0.996944444	5.1	2.72	0.0	0.3304539999999999
35663	7626	1	1	3	5	1	2	0.0	2	2013	7	10	3	13.5	16	0	0	2	5058	1.1411111109999998	0.324166667	0.283611111	0.1166666669999999	0.0	0.0	0	0.290833333	0.75	0.93	0.0	0.2101239999999999
35694	7632	0	1	4	5	1	5	0.0	2	2013	7	10	3	13.83333333	68	1	1	1	2710	0.573055556	0.199722222	0.065833333	0.0	0.181111111	0.0	0	0.189444444	0.0	0.53	0.0	0.247801
35697	7634	0	0	4	3	1	5	0.0	2	2013	7	10	3	9.0	82	0	1	2	3590	0.9375	0.2794444439999999	0.112777778	0.0	0.2944444439999999	0.1525	1	0.256666667	0.0	0.72	0.0	0.408009
35705	7636	2	0	3	3	2	4	0.5	2	2013	7	10	3	13.25	18	1	0	1	1478	0.414722222	0.153333333	0.1175	0.0	0.102777778	0.102777778	1	0.0611111109999999	1.5	0.24	0.0	0.295455
35706	7636	2	1	3	3	2	4	0.5	2	2013	7	10	3	16.0	18	1	0	1	1478	0.420833333	0.211111111	0.276944444	0.0	0.066666667	0.0	0	0.254166667	0.75	0.48	0.0	0.5683060000000001
35721	7638	4	1	3	4	1	5	0.0	2	2013	7	10	3	20.0	19	0	0	1	7085	1.853055556	0.595	0.120277778	0.416666667	0.105	0.25	2	0.416111111	0.0	1.28	0.0	0.631509
35722	7639	1	0	3	1	1	1	1.0	2	2013	7	10	3	7.0	56	1	0	1	7925	1.927222222	0.603611111	0.2319444439999999	0.0	0.698888889	0.0	0	0.43	1.5	1.34	0.0	0.275194
35748	7644	1	0	3	2	2	1	1.0	2	2013	7	10	3	8.666666667000001	38	0	1	1	2919	0.707777778	0.252222222	0.1575	0.0	0.2347222219999999	0.0	0	0.276944444	1.5	0.5	0.0	0.725175
35764	7647	1	1	4	5	1	1	1.0	2	2013	7	11	4	8.05	41	0	1	1	2930	0.661388889	0.198055556	0.021944444	0.0	0.233611111	0.0	0	0.1186111109999999	1.5	0.42	0.0	0.1850119999999999
35766	7647	1	3	3	5	1	1	1.0	2	2013	7	11	4	16.5	41	0	1	1	16546	3.918333333	1.305	0.413888889	0.316666667	0.0	0.133333333	1	1.237777778	7.49	3.28	10.5	0.524237
35787	7649	2	0	3	2	1	3	0.0	2	2013	7	11	4	8.25	11	1	0	1	2782	0.6575	0.175833333	0.3375	0.0	0.135555556	0.0	0	0.205555556	0.0	0.54	0.0	0.354054
35820	7659	1	0	1	2	6	1	1.0	2	2013	7	11	4	8.5	42	0	0	0	357	0.101388889	0.053333333	0.0358333329999999	0.0	0.048333333	0.0	0	0.085833333	1.5	0.21	0.0	0.2038829999999999
35840	7662	0	1	1	3	6	1	1.0	2	2013	7	11	4	20.5	62	0	0	0	821	0.232222222	0.0866666669999999	0.0427777779999999	0.0	0.05	0.0	0	0.076944444	1.5	0.22	0.0	0.1913359999999999
35843	7663	2	0	3	4	1	2	0.0	2	2013	7	11	4	9.5	17	1	0	1	6739	1.601388889	0.589166667	0.205833333	0.283333333	0.0	0.1	1	0.593333333	1.9	1.43	10.5	0.6985020000000001
35879	7672	0	1	4	4	1	1	1.0	2	2013	7	12	5	16.75	47	0	1	1	20999	5.006944444	1.540833333	0.0	0.916666667	0.373333333	0.15	1	1.492222222	5.4	4.06	0.0	0.612063
35914	7675	1	1	1	5	6	1	1.0	2	2013	7	12	5	8.5	35	1	1	0	1874	0.4325	0.137222222	0.1175	0.0	0.193055556	0.0	0	0.226666667	1.5	0.44	10.5	0.675245
35921	7676	0	4	4	3	1	1	1.0	2	2013	7	12	5	15.66666667	42	1	1	1	1078	0.304444444	0.121111111	0.193333333	0.0	0.033333333	0.0	0	0.136944444	1.5	0.34	0.0	0.259635
35966	7683	0	0	3	3	1	1	1.0	2	2013	7	13	6	12.0	23	0	1	1	6886	1.478611111	0.3908333329999999	0.113611111	0.0	0.509166667	0.0	0	0.4169444439999999	1.5	1.23	0.0	0.332445
35981	7685	1	5	4	3	2	1	1.0	2	2013	7	13	6	23.16666667	54	0	1	1	2848	0.6908333329999999	0.208055556	0.218333333	0.0	0.133333333	0.0	0	0.168611111	1.5	0.43	0.0	0.21911
36017	7693	1	1	3	5	2	4	1.0	2	2013	7	13	6	12.0	44	0	1	1	3772	0.904444444	0.297777778	0.034722222	0.1166666669999999	0.0	0.0	0	0.286388889	1.0	0.66	0.0	0.300679
36018	7693	1	2	3	3	2	4	1.0	2	2013	7	13	6	12.2	44	0	1	1	4202	1.049722222	0.326944444	0.229722222	0.133333333	0.0	0.0	0	0.2688888889999999	1.0	0.66	0.0	0.445248
36020	7693	2	1	3	5	2	5	0.0	2	2013	7	13	6	12.0	5	0	0	1	3772	0.904444444	0.297777778	0.034722222	0.1166666669999999	0.0	0.0	0	0.286388889	0.0	0.66	0.0	0.300679
36027	7695	0	0	3	3	6	1	1.0	2	2013	7	13	6	14.0	21	1	0	0	7920	1.902777778	0.6788888890000001	0.2625	0.2666666669999999	0.0	0.0	0	0.459166667	1.5	1.26	0.0	0.393829
36052	7697	1	4	3	3	1	1	1.0	2	2013	7	13	6	14.0	28	1	1	1	10403	2.408888889	0.765277778	0.105833333	0.333333333	0.083333333	0.2	2	0.695555556	3.9	2.05	0.0	0.642971
36082	7702	1	1	4	3	1	5	0.0	2	2013	7	14	7	13.0	67	0	1	1	1810	0.437222222	0.150277778	0.232222222	0.0	0.0847222219999999	0.0	0	0.106944444	0.0	0.3	0.0	0.0441558
36108	7707	0	1	3	3	1	5	0.0	2	2013	7	14	7	15.66666667	60	1	1	2	17849	4.138055556	1.31	0.285277778	0.5	0.433333333	0.133333333	1	0.776388889	0.0	2.79	0.0	0.509123
36110	7707	1	1	3	3	1	5	0.0	2	2013	7	14	7	15.66666667	66	0	1	2	17849	4.138055556	1.31	0.285277778	0.5	0.433333333	0.133333333	1	0.776388889	0.0	2.79	0.0	0.509123
36123	7710	1	0	3	3	6	1	1.0	2	2013	7	14	7	10.0	45	0	1	0	1621	0.4025	0.1016666669999999	0.0866666669999999	0.0	0.110555556	0.0	0	0.0855555559999999	1.5	0.24	0.0	0.347403
36133	7712	0	0	1	3	1	1	1.0	2	2013	7	15	1	17.0	24	0	0	1	825	0.2225	0.080555556	0.164444444	0.0	0.023888889	0.0	0	0.0861111109999999	1.5	0.19	0.0	0.0903226
36166	7720	0	1	3	5	6	1	1.0	2	2013	7	15	1	9.0	38	1	0	0	7134	1.706111111	0.5922222220000001	0.212222222	0.25	0.0	0.133333333	1	0.600555556	2.9	1.41	10.5	0.729417
36171	7720	1	4	3	3	6	5	0.0	2	2013	7	15	1	18.01666667	7	0	0	0	3099	0.7261111109999999	0.2288888889999999	0.206666667	0.066666667	0.0	0.0	0	0.203611111	0.0	0.5	0.0	0.5552520000000001
36197	7728	0	2	4	3	2	5	0.0	2	2013	7	16	2	16.25	66	0	1	2	3527	0.862222222	0.280555556	0.258055556	0.0	0.2944444439999999	0.0	0	0.190277778	0.0	0.49	0.0	0.29635
36204	7729	0	3	4	1	1	1	1.0	2	2013	7	16	2	17.83333333	49	1	1	2	5082	1.224166667	0.368888889	0.1025	0.0	0.5563888889999999	0.123611111	1	0.256388889	3.0	0.96	0.0	0.227519
36217	7731	0	1	3	5	6	1	1.0	2	2013	7	16	2	14.0	32	1	1	0	936	0.277777778	0.127222222	0.0580555559999999	0.0	0.1	0.0	0	0.081111111	1.5	0.18	0.0	0.130137
36256	7738	1	0	4	1	1	1	1.0	2	2013	7	16	2	5.5	35	0	1	2	7394	1.746388889	0.514166667	0.090833333	0.0	0.486666667	0.2166666669999999	1	0.305555556	3.0	1.53	0.0	0.115455
36270	7739	2	1	3	2	6	5	0.0	2	2013	7	16	2	15.58333333	9	1	0	0	3737	1.078888889	0.359166667	0.129444444	0.0	0.399444444	0.167777778	1	0.2369444439999999	0.0	0.72	0.0	0.177022
36283	7742	0	3	3	1	1	1	1.0	2	2013	7	16	2	18.33333333	37	1	1	2	6611	1.561111111	0.523888889	0.311666667	0.183333333	0.0	0.0	0	0.5147222220000001	2.8	1.25	0.0	0.711279
36286	7744	0	0	3	4	6	1	1.0	2	2013	7	16	2	8.5	49	1	1	0	10658	2.5525	0.993055556	0.197222222	0.35	0.0	0.0	0	1.000833333	3.3	2.18	10.5	0.673883
36301	7747	0	3	3	3	6	5	0.0	2	2013	7	17	3	15.25	75	1	0	0	1078	0.2975	0.09	0.04	0.0	0.079444444	0.0	0	0.062222222	0.0	0.18	0.0	0.133929
36320	7751	1	3	4	3	4	5	0.0	2	2013	7	17	3	21.25	68	0	1	2	2254	0.5875	0.171388889	0.170833333	0.0	0.16	0.0	0	0.101944444	0.0	0.62	0.0	0.108992
36321	7752	0	0	3	4	2	5	0.0	2	2013	7	17	3	14.0	65	1	1	2	11377	2.594722222	0.8008333329999999	0.232222222	0.5166666670000001	0.0	0.0	0	0.545	0.0	1.65	10.5	0.5101939999999999
36348	7762	0	0	3	3	6	1	1.0	2	2013	7	17	3	11.0	33	0	1	0	17881	4.254722222	1.4302777780000002	0.307777778	0.566666667	0.166666667	0.35	2	1.003611111	6.8	3.12	0.0	0.511486
36404	7771	0	0	4	3	1	5	0.0	2	2013	7	17	3	12.0	68	0	1	2	6097	1.461388889	0.484444444	0.306666667	0.0	0.333333333	0.0	0	0.237777778	0.0	0.99	0.0	0.266355
36416	7773	0	0	4	3	1	1	1.0	2	2013	7	17	3	14.0	54	0	1	2	5440	1.364444444	0.507777778	0.3908333329999999	0.0	0.417222222	0.0	0	0.352777778	1.5	1.0	0.0	0.248031
36438	7780	0	1	3	5	6	1	1.0	2	2013	7	18	4	17.0	52	1	1	0	11180	2.799166667	0.8375	0.173888889	0.75	0.0	0.0	0	0.889166667	1.5	2.19	0.0	0.346142
36454	7783	2	1	4	1	1	1	1.0	2	2013	7	18	4	16.5	27	0	1	2	4898	1.2530555559999998	0.358888889	0.132222222	0.0	0.6183333329999999	0.0	0	0.414166667	1.5	1.12	0.0	0.370221
36455	7784	0	0	1	3	6	1	1.0	2	2013	7	18	4	9.5	53	0	0	0	438	0.110555556	0.044166667	0.083333333	0.0	0.008333333	0.0	0	0.028611111	1.5	0.07	0.0	0.436893
36459	7785	1	2	3	2	6	1	1.0	2	2013	7	18	4	14.5	40	1	0	0	5218	1.155833333	0.337222222	0.1525	0.0	0.383055556	0.0586111109999999	1	0.305277778	3.0	0.91	0.0	0.202002
36477	7787	0	6	1	5	6	4	0.5	2	2013	7	18	4	15.0	44	1	1	0	2951	0.6777777779999999	0.211388889	0.116944444	0.0	0.296111111	0.1	1	0.1891666669999999	1.5	0.48	0.0	0.389134
36509	7796	2	1	4	5	2	1	1.0	2	2013	7	19	5	16.5	31	1	1	1	2602	0.6975	0.270277778	0.2069444439999999	0.0	0.15	0.0	0	0.182777778	1.5	0.43	0.0	0.209726
36529	7798	4	1	3	5	1	2	0.0	2	2013	7	19	5	11.0	17	0	0	1	2757	0.638333333	0.200277778	0.210833333	0.05	0.0	0.0	0	0.144444444	0.75	0.45	0.0	0.105769
36542	7802	0	3	4	4	1	1	1.0	2	2013	7	19	5	17.5	55	1	1	2	3610	0.854166667	0.2794444439999999	0.212222222	0.0	0.3444444439999999	0.0	0	0.211388889	1.5	0.61	0.0	0.173456
36545	7804	0	0	3	1	6	1	1.0	2	2013	7	19	5	9.5	28	0	0	0	1567	0.342222222	0.093055556	0.100833333	0.0	0.129444444	0.0	0	0.1186111109999999	1.5	0.28	0.0	0.386417
36567	7808	0	1	3	1	1	5	0.0	2	2013	7	19	5	17.0	52	1	0	1	3159	0.739166667	0.233888889	0.146944444	0.0	0.223611111	0.0	0	0.180277778	0.0	0.54	0.0	0.4006159999999999
36586	7811	1	1	4	1	1	1	1.0	2	2013	7	19	5	18.0	58	1	1	1	6231	1.443888889	0.415277778	0.103888889	0.1166666669999999	0.240555556	0.2666666669999999	2	0.423611111	4.7	1.16	0.0	0.375738
36609	7818	0	0	3	3	1	5	0.0	2	2013	7	20	6	13.5	66	0	1	1	3630	0.944166667	0.305555556	0.048333333	0.0	0.251944444	0.0	0	0.185277778	0.0	0.64	0.0	0.17991
36636	7823	0	2	1	5	6	4	1.0	2	2013	7	20	6	15.75	23	0	1	0	687	0.171666667	0.086944444	0.078888889	0.0	0.111666667	0.0	0	0.156388889	1.5	0.27	10.5	0.4600359999999999
36653	7826	1	2	1	5	1	4	1.0	2	2013	7	20	6	18.5	36	1	1	1	511	0.143055556	0.0505555559999999	0.07	0.0	0.0436111109999999	0.0	0	0.0375	1.5	0.1	0.0	0.0518519
36657	7827	0	2	4	3	2	5	0.0	2	2013	7	20	6	14.5	63	1	1	1	1921	0.4733333329999999	0.178055556	0.1180555559999999	0.0	0.158333333	0.0	0	0.205	0.0	0.35	10.5	0.584011
36659	7827	0	4	1	3	2	5	0.0	2	2013	7	20	6	20.58333333	63	1	1	1	542	0.148888889	0.054166667	0.113611111	0.0	0.025	0.0	0	0.063055556	0.0	0.11	0.0	0.38326
36666	7827	2	1	3	5	2	1	1.0	2	2013	7	20	6	22.0	23	1	0	1	3482	0.795	0.243055556	0.100277778	0.0	0.2166666669999999	0.0	0	0.196666667	1.5	0.51	0.0	0.475989
36680	7832	0	2	4	5	2	1	1.0	2	2013	7	20	6	18.5	35	0	1	1	7809	1.843055556	0.4794444439999999	0.0633333329999999	0.0	0.516388889	0.079166667	1	0.3291666669999999	3.0	1.08	0.0	0.35443
36748	7842	1	1	3	3	6	2	0.0	2	2013	7	21	7	18.5	17	1	0	0	2613	0.658333333	0.254722222	0.195277778	0.0	0.1166666669999999	0.0	0	0.253055556	0.0	0.6	0.0	0.448957
36758	7844	1	1	4	5	2	1	1.0	2	2013	7	21	7	13.0	45	0	1	1	7428	1.681944444	0.555	0.13	0.0	0.5708333329999999	0.173611111	1	0.470555556	3.0	1.17	0.0	0.423849
36763	7844	2	1	4	5	2	5	0.0	2	2013	7	21	7	13.0	9	0	0	1	7428	1.681944444	0.555	0.13	0.0	0.5708333329999999	0.173611111	1	0.470555556	0.0	1.17	0.0	0.423849
36767	7844	3	0	4	3	2	5	0.0	2	2013	7	21	7	10.0	8	0	0	1	8096	1.930555556	0.678333333	0.094722222	0.0	0.6477777779999999	0.102777778	1	0.374166667	0.0	1.03	0.0	0.3392719999999999
36793	7848	1	1	4	3	1	5	0.0	2	2013	7	21	7	18.0	75	1	1	1	1134	0.305555556	0.0925	0.220277778	0.0	0.053333333	0.0	0	0.123055556	0.0	0.31	0.0	0.480813
36802	7851	0	0	1	1	6	1	1.0	2	2013	7	22	1	8.0	60	1	0	0	1130	0.2666666669999999	0.115	0.216111111	0.0	0.023888889	0.0	0	0.1172222219999999	1.5	0.27	0.0	0.4597159999999999
36805	7852	2	0	3	1	1	1	1.0	2	2013	7	22	1	7.5	25	1	0	1	5145	1.414444444	0.425555556	0.069166667	0.0	0.477777778	0.1	1	0.252222222	3.0	0.92	0.0	0.414097
36815	7856	0	3	3	5	1	1	1.0	2	2013	7	22	1	11.33333333	36	1	0	1	3102	0.729722222	0.322777778	0.106944444	0.0	0.225	0.0	0	0.133055556	1.5	0.46	0.0	0.267223
36817	7857	0	2	4	3	1	1	1.0	2	2013	7	22	1	18.75	31	1	1	1	1652	0.466111111	0.126388889	0.265	0.0	0.056388889	0.0	0	0.099722222	1.5	0.31	0.0	0.0891365
36818	7858	0	0	4	2	2	1	1.0	2	2013	7	22	1	8.5	42	1	1	2	906	0.3175	0.08	0.223611111	0.0	0.050833333	0.0	0	0.064166667	1.5	0.2	0.0	0.0606061
36854	7865	0	2	4	3	2	5	0.0	2	2013	7	22	1	18.0	65	1	1	2	12972	3.107777778	1.029166667	0.300277778	0.6333333329999999	0.0	0.283333333	1	0.738055556	0.0	2.25	0.0	0.283779
36861	7866	0	6	4	3	3	1	1.0	2	2013	7	22	1	21.86666667	49	0	1	1	2438	0.695277778	0.191111111	0.233333333	0.0	0.133333333	0.0	0	0.1375	1.5	0.45	0.0	0.0565656999999999
36879	7869	0	0	4	3	1	5	0.0	2	2013	7	23	2	10.0	81	0	1	2	712	0.169166667	0.051944444	0.109166667	0.0	0.024166667	0.0	0	0.048888889	0.0	0.13	0.0	0.125
36885	7871	0	0	2	3	2	5	0.0	2	2013	7	23	2	11.5	65	0	1	1	2602	0.612222222	0.220277778	0.083055556	0.0	0.321666667	0.0	0	0.2188888889999999	0.0	0.43	0.0	0.593909
36894	7871	1	4	4	3	2	5	0.0	2	2013	7	23	2	20.25	62	1	1	1	1925	0.5297222220000001	0.240555556	0.207777778	0.0	0.093055556	0.0	0	0.150277778	0.0	0.36	0.0	0.175601
36909	7873	1	1	4	3	1	1	1.0	2	2013	7	23	2	22.0	35	0	1	2	9130	2.161111111	0.7163888890000001	0.3288888889999999	0.0	0.502777778	0.162777778	1	0.378333333	3.0	1.56	0.0	0.243025
36919	7876	0	0	1	1	6	1	1.0	2	2013	7	23	2	8.0	39	1	0	0	876	0.2344444439999999	0.07	0.1411111109999999	0.0	0.054166667	0.0	0	0.083611111	1.5	0.18	0.0	0.568106
36937	7883	1	0	4	3	1	5	0.0	2	2013	7	23	2	11.5	65	0	1	1	974	0.301944444	0.131944444	0.1744444439999999	0.0	0.083333333	0.0	0	0.083611111	0.0	0.22	0.0	0.0963455
36975	7889	0	0	3	1	1	1	1.0	2	2013	7	24	3	8.333333332999999	27	1	1	1	2882	0.6969444440000001	0.274444444	0.1472222219999999	0.15	0.0	0.0	0	0.246111111	2.9	0.62	10.5	0.757336
37018	7897	0	0	4	3	1	5	0.0	2	2013	7	24	3	13.5	61	0	1	2	1101	0.2369444439999999	0.075833333	0.13	0.0	0.041666667	0.0	0	0.088888889	0.0	0.26	0.0	0.121875
37023	7897	1	3	4	5	1	5	0.0	2	2013	7	24	3	11.66666667	60	1	1	2	1748	0.4508333329999999	0.1222222219999999	0.093611111	0.0	0.155277778	0.0	0	0.106388889	0.0	0.32	0.0	0.078329
37039	7900	0	1	1	5	6	1	1.0	2	2013	7	24	3	13.0	42	1	0	0	672	0.180833333	0.074722222	0.135555556	0.033333333	0.0	0.0	0	0.155277778	2.4	0.27	10.5	0.4901609999999999
37076	7911	1	0	4	3	1	5	0.0	2	2013	7	25	4	11.0	62	0	1	2	3543	0.840555556	0.258611111	0.126944444	0.0	0.261944444	0.0	0	0.159722222	0.0	0.58	0.0	0.0765217
37082	7911	1	6	4	3	1	5	0.0	2	2013	7	25	4	21.33333333	62	0	1	2	4345	1.055833333	0.3519444439999999	0.150833333	0.0	0.313333333	0.0	0	0.192777778	0.0	0.68	0.0	0.180115
37087	7913	0	1	3	1	2	1	1.0	2	2013	7	25	4	12.0	58	1	0	1	1340	0.315	0.1125	0.09	0.0	0.085833333	0.0	0	0.09	1.5	0.23	0.0	0.194444
37123	7920	1	0	3	1	1	1	1.0	2	2013	7	25	4	8.0	39	0	1	1	5652	1.526944444	0.5227777779999999	0.075	0.2166666669999999	0.279166667	0.1	1	0.346666667	3.2	1.24	0.0	0.314103
37134	7923	0	1	3	1	6	1	1.0	2	2013	7	25	4	18.25	29	1	1	0	13070	3.018888889	0.961388889	0.098611111	0.316666667	0.5744444439999999	0.1166666669999999	1	0.6930555559999999	4.1	2.06	0.0	0.603607
37140	7923	1	4	1	4	6	4	0.5	2	2013	7	25	4	13.58333333	31	0	1	0	1351	0.351388889	0.1411111109999999	0.073055556	0.166666667	0.0	0.0	0	0.209166667	1.6	0.34	10.5	0.573705
37143	7923	1	7	1	4	6	4	0.5	2	2013	7	25	4	15.83333333	31	0	1	0	1013	0.305555556	0.190555556	0.172777778	0.0	0.137777778	0.0	0	0.1769444439999999	0.75	0.36	10.5	0.44741
37148	7924	1	1	4	3	1	1	1.0	2	2013	7	25	4	12.25	29	1	1	2	2332	0.6411111110000001	0.206111111	0.184722222	0.0	0.215277778	0.0	0	0.1694444439999999	1.5	0.52	0.0	0.0606557
37152	7925	0	1	3	3	6	1	1.0	2	2013	7	25	4	11.16666667	44	0	0	0	4182	1.019166667	0.325555556	0.097777778	0.0	0.6975	0.0	0	0.305	1.5	1.05	0.0	0.3051
37162	7927	0	1	3	3	6	1	1.0	2	2013	7	25	4	19.0	52	0	1	0	9013	2.274722222	0.845555556	0.261944444	0.716666667	0.0	0.166666667	1	0.305	1.5	1.52	0.0	0.272313
37178	7929	1	6	4	3	1	1	1.0	2	2013	7	26	5	19.0	58	1	1	1	1107	0.285	0.085277778	0.131944444	0.0	0.05	0.0	0	0.064722222	1.5	0.19	0.0	0.103004
37198	7935	0	1	4	4	1	1	1.0	2	2013	7	26	5	17.0	49	1	1	1	1367	0.3338888889999999	0.101388889	0.1863888889999999	0.0	0.060277778	0.0	0	0.187777778	1.5	0.52	0.0	0.426035
37200	7935	1	1	3	1	1	1	1.0	2	2013	7	26	5	18.0	58	0	1	1	25820	5.691666667000001	1.887222222	0.281388889	0.8833333329999999	0.0	0.1	1	1.4202777780000002	4.7	4.59	10.5	0.6567569999999999
37214	7938	0	3	3	4	6	1	1.0	2	2013	7	26	5	17.0	41	0	1	0	3844	0.914444444	0.306111111	0.201111111	0.0	0.35	0.0	0	0.324166667	1.5	0.7	0.0	0.525279
37235	7943	1	3	4	3	2	1	1.0	2	2013	7	26	5	20.0	55	1	1	1	1844	0.563333333	0.171388889	0.431666667	0.0	0.05	0.0	0	0.130833333	1.5	0.37	0.0	0.18259
37275	7956	0	3	3	3	1	1	1.0	2	2013	7	27	6	17.0	44	1	1	1	1176	0.312222222	0.098055556	0.108333333	0.0	0.066666667	0.0	0	0.1016666669999999	1.5	0.25	0.0	0.144809
37291	7960	0	5	1	5	6	1	1.0	2	2013	7	27	6	19.08333333	30	0	1	0	1008	0.2925	0.111388889	0.234166667	0.0	0.048333333	0.0	0	0.11	1.5	0.25	0.0	0.358586
37309	7962	2	1	4	3	1	5	0.0	2	2013	7	28	7	13.66666667	6	1	0	1	2684	0.7538888890000001	0.2525	0.328333333	0.2	0.0	0.0	0	0.182777778	0.0	0.55	0.0	0.302432
37340	7971	0	2	4	3	1	1	1.0	2	2013	7	28	7	16.5	47	1	1	2	14034	3.390277778	1.0625	0.335	0.0	1.174444444	0.242777778	2	0.8027777779999999	4.5	2.61	0.0	0.469204
37371	7981	3	1	1	3	6	5	0.0	2	2013	7	29	1	10.41666667	5	0	0	0	501	0.159722222	0.054722222	0.118333333	0.0	0.025	0.0	0	0.0611111109999999	0.0	0.13	0.0	0.00909091
37388	7984	0	4	3	5	1	4	1.0	2	2013	7	29	1	18.75	52	1	1	1	6822	1.644166667	0.5275	0.130833333	0.0	0.566666667	0.0	0	0.48	1.5	1.23	0.0	0.607639
37403	7987	0	0	4	2	1	1	1.0	2	2013	7	29	1	8.833333332999999	60	1	1	1	1817	0.508888889	0.167777778	0.360833333	0.033333333	0.0	0.0	0	0.124444444	1.7	0.41	0.0	0.388393
37417	7989	2	0	3	1	6	1	1.0	2	2013	7	29	1	7.5	27	0	0	0	4677	1.114722222	0.310277778	0.09	0.0	0.2	0.0	0	0.248333333	1.5	0.7	0.0	0.176734
